"datetime","A","B","C","D","E","F","G","H","J","K","L","M","N","P"
"2023-01-01 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 08:00:00",19.7,13.3,0,0.8,2,0,0,6.1,2.3,1,1.9,2.1,0,0
"2023-01-01 09:00:00",110.2,167.4,0.6,34,38.2,8.7,10.6,91.3,19,35.9,40.1,48.6,0.5,1.6
"2023-01-01 10:00:00",177.2,275.7,1.1,61.4,71.4,29.6,24.9,139.9,35.6,74.5,77.8,97.5,1.9,7.9
"2023-01-01 11:00:00",191.2,345.7,1,68.3,79.9,48.3,32.3,153.9,35.1,108.1,96.2,102.3,3.7,11.9
"2023-01-01 12:00:00",146,261.1,0.8,54.7,60.8,50.2,32.8,140.5,31.8,126.9,103.8,87.1,4,13.6
"2023-01-01 13:00:00",92.6,154,0.6,50.2,53.9,31,23.1,105.3,24.1,108.3,85.4,49.1,3.6,9.9
"2023-01-01 14:00:00",35.9,73.6,0.2,35.8,34.1,12.2,11,50.3,11.5,64.9,62.2,18.8,1.9,4
"2023-01-01 15:00:00",0.3,8.5,0,5.6,6.2,0.1,1.5,4.4,0.2,18.1,17.6,1.6,0,0
"2023-01-01 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-01 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 08:00:00",1.1,11.5,0,1,1.9,0.7,0.5,6.3,2.6,10.7,16.9,2,0,0
"2023-01-02 09:00:00",55.3,206.4,0.2,41.4,48.3,25.6,28.9,122.4,22,140.2,180.4,51.7,6.5,13.6
"2023-01-02 10:00:00",218.9,456.2,0.7,80.9,119.7,56.8,61.5,394.6,54.1,248.9,353.2,116.5,16.7,39.5
"2023-01-02 11:00:00",453.7,641.5,1.8,95.5,184.3,73,81.9,699.3,77.5,301,507.1,150.2,21.4,54.8
"2023-01-02 12:00:00",589,676.3,4.2,97.5,208.9,72.3,82.3,711.1,127.1,297.3,597.5,153.4,20.6,57.9
"2023-01-02 13:00:00",500.5,576.1,4.4,77.7,202.5,57.6,64.3,582.8,154.2,247.6,591.8,129,14.9,45.9
"2023-01-02 14:00:00",279.1,338.8,2.4,42.8,133.5,30.4,35.1,424,99.7,162.9,442.3,74.9,6.7,18.6
"2023-01-02 15:00:00",47.4,68.6,0.4,7.9,37.2,3,6.2,139.7,18.1,48.1,150.3,11.7,0.6,0.4
"2023-01-02 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-02 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 08:00:00",3.2,0,0,0,0,0,0,0.4,5.9,0,0,0,0,0
"2023-01-03 09:00:00",24.7,5.3,0.2,5.3,2.5,0.4,1,17.9,17.6,9.7,16.9,0.9,0.2,1.7
"2023-01-03 10:00:00",46.1,21.7,0.5,21.3,15.8,4.3,7,33.8,29.5,38.4,55.5,4,1.5,7.1
"2023-01-03 11:00:00",65.7,60,0.6,45.2,42,12.8,19.1,59.2,41.9,54.5,92.7,9.7,4.1,7.3
"2023-01-03 12:00:00",73.7,117.9,0.4,41.1,50,16.9,25.8,92.2,30.4,29.8,65.1,20.2,7.3,7.5
"2023-01-03 13:00:00",68.8,110.2,0.3,17.7,23.4,16.8,16.3,58.7,15,9.8,26.4,24.6,6.4,8.5
"2023-01-03 14:00:00",29.1,40.6,0.1,4.3,6.1,6.6,3.2,17.4,4,4.6,8.1,11.3,1.9,4.5
"2023-01-03 15:00:00",0.1,0.1,0,0.1,0,0,0,0,0,0.1,2.7,0,0,0
"2023-01-03 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-03 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 08:00:00",18.4,17.9,0,1.8,1.3,0.2,0.3,0.7,0.4,0,0.2,4.2,0,0
"2023-01-04 09:00:00",96.8,169.1,0.2,33.6,24.6,11.7,11.1,39.4,7.7,12.1,28.3,51,0.9,4.1
"2023-01-04 10:00:00",154.6,259.2,0.4,46.4,48.3,21.3,15.8,83.7,17.4,31.5,78.3,90.5,3.9,19.5
"2023-01-04 11:00:00",181.5,286,0.6,52.7,55.3,23.9,16.7,127.2,21.5,105.8,139.9,76.9,6.8,34
"2023-01-04 12:00:00",160.1,330.8,0.5,50.5,108.7,23.8,17,253.1,21.5,193.7,295.6,76.7,7.1,28.9
"2023-01-04 13:00:00",209.1,363.6,1.3,36.6,141.5,17.8,11.5,354.7,30.5,195.8,331.5,64.3,5.4,21.3
"2023-01-04 14:00:00",194.6,230.1,1.3,14.8,91.2,7.1,4.3,295.6,32,104.7,220.4,32.7,2.6,11
"2023-01-04 15:00:00",32.4,32.4,0.3,1.5,17,0.2,0.3,69.9,6.8,21.2,64.1,2.8,0.1,0.4
"2023-01-04 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-04 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 08:00:00",7.6,1.8,0.1,0,0,0,0,2.1,3.4,0,2.4,0.5,0,0
"2023-01-05 09:00:00",57.4,35.5,0.4,4.5,9.1,4.8,1.9,52,16.6,15.3,59,8.7,0.2,2
"2023-01-05 10:00:00",104.8,67.2,0.9,14,31.9,9,3.5,137.7,35.9,46.5,155.7,13.3,1,4.7
"2023-01-05 11:00:00",131.6,103,1.4,25.4,56.3,8.2,5.7,252.3,45.8,88,281,14,1.8,5.3
"2023-01-05 12:00:00",152.4,131.1,1.8,29.1,66.4,4.9,8.7,346.8,56,103,330.9,12.3,1.5,5.1
"2023-01-05 13:00:00",149.4,118,2,23.4,46.2,2.8,8.9,318.9,58.1,90.4,277,14.1,0.6,2.7
"2023-01-05 14:00:00",84.1,60.4,1.1,12.1,28.5,2.3,5.8,199.5,41.6,43.7,148.3,8.6,0.4,0.4
"2023-01-05 15:00:00",10.6,6.7,0.2,1.7,6,0.1,0.5,41.9,8.7,8.5,40,0.6,0,0
"2023-01-05 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-05 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 08:00:00",56.8,16.8,1,4,4.7,1.2,0.8,34,55.1,1.4,5.5,5.6,0,0
"2023-01-06 09:00:00",212.6,148.4,2.9,38.2,37.1,32.1,33.1,175.9,190.3,24.9,58,36.8,2.5,10.3
"2023-01-06 10:00:00",455.2,341,3.7,65.2,63.9,47.7,56.8,219.5,255.5,47.4,170.6,102.7,11.8,41
"2023-01-06 11:00:00",324.8,351.3,2.1,113.5,98.7,47.6,90.4,324.3,152.1,88.3,309.3,67.2,18.9,66.1
"2023-01-06 12:00:00",223.5,423.4,1.7,83.1,127.3,39.9,75.1,627.9,71.9,122.6,293.6,62.6,19.8,66.1
"2023-01-06 13:00:00",231.3,326.8,2.7,50.9,112.3,21.9,34.3,515.5,65.2,130.1,180.3,46.1,24,52
"2023-01-06 14:00:00",129.5,173.4,1.3,30.7,75.7,8.4,14,221.1,36.9,82.2,67.4,19.3,13.2,28
"2023-01-06 15:00:00",17.1,36.8,0.1,7.4,18,0.3,1.6,32.2,3.2,11.5,8.9,2.6,1.3,1.4
"2023-01-06 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-06 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 08:00:00",24.7,0.3,0.1,0,0,0,0,0,24.2,0,0.6,0.3,0,0
"2023-01-07 09:00:00",75.3,11.6,0.2,7,1.4,2,1.4,5.8,43.9,16.3,45.5,3.2,0.9,0.3
"2023-01-07 10:00:00",73.6,20.8,0.2,19.9,10.9,4.5,6.9,25.3,23,74.1,213,4.6,3.7,5.5
"2023-01-07 11:00:00",48.9,33.1,0.3,35.4,34.5,5.2,10.7,63.7,15.6,143.3,385.8,6.6,6.2,12.5
"2023-01-07 12:00:00",43.7,52.3,0.2,54.1,69.4,5.3,17.9,226.9,10.6,182.8,388.8,6.7,8.8,11.7
"2023-01-07 13:00:00",32,82.4,0.2,61,140.7,6.9,24.9,587.7,8.5,131.7,255.2,8.7,8.1,8.3
"2023-01-07 14:00:00",52.8,169.3,0.9,31.6,111.2,6.1,23.6,476.6,26.2,59.9,166.8,13.1,3.9,4.7
"2023-01-07 15:00:00",27.1,47.7,0.4,4.3,10.9,1.5,1.7,60.9,15.1,22,84.4,5.6,0.2,0.1
"2023-01-07 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-07 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 08:00:00",18.2,2.4,0.1,0,1.5,0.2,0,13.9,14.2,0.3,1.5,0.1,0,0
"2023-01-08 09:00:00",133.3,69.9,0.9,10.4,27,8.2,3.9,130.6,74.5,29.5,53.5,10.2,4.4,21.1
"2023-01-08 10:00:00",227.3,157.3,1.6,36.4,59.6,13.6,10.8,266.9,136.8,46.5,110,20.9,12.7,51.2
"2023-01-08 11:00:00",266.2,228.8,2.2,52.9,74.1,16.4,27.9,345.4,176.5,46,159,32.3,20.7,60.3
"2023-01-08 12:00:00",262.3,259.2,2.5,51.8,65.3,20.5,33.6,231.3,170.5,55,214.2,42.6,26.6,58.4
"2023-01-08 13:00:00",181.4,177,1.4,38.9,46.1,24,24.3,203.5,103.8,67.9,277,38.8,24.3,47.5
"2023-01-08 14:00:00",85.3,60.9,0.7,24.8,27.5,13.6,15.2,127,44.4,69.9,254,15.7,12.8,28.8
"2023-01-08 15:00:00",7.4,3.8,0.1,5.6,5.8,1,2.2,32.5,3.8,26.8,78.2,0.2,1.2,2.5
"2023-01-08 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-08 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 08:00:00",10.2,4.5,0.2,0.3,3.9,0,0,30.7,6.5,5.5,11.3,0.3,0,0
"2023-01-09 09:00:00",100.6,86.2,1.2,23.1,53.1,3.8,3.9,275.6,47.5,81.6,134.5,9.8,1.8,12.9
"2023-01-09 10:00:00",309.7,181.4,3.9,65.8,124.5,14.6,16.2,626.7,116.3,157.6,277,20.4,6.9,36.4
"2023-01-09 11:00:00",457.8,235.8,6.1,104.1,182.2,30.7,38.3,800.4,204.5,190.7,377.2,27.4,11.5,51.2
"2023-01-09 12:00:00",438,323.3,6.2,110.3,212.2,36.9,60.4,781,221.8,198.4,430.1,39.6,9.8,55.5
"2023-01-09 13:00:00",337.3,332.8,4.9,72.7,181,34.2,31.5,620.1,182.4,177.5,412.9,48.6,5.5,43.4
"2023-01-09 14:00:00",199.7,238.2,2.8,31.7,111,17.5,7.6,370.3,104.4,121.4,290.6,39.3,2.4,18
"2023-01-09 15:00:00",39.7,45.4,0.6,5.1,24.4,0.9,0.6,94.7,20,36.6,105.4,6.6,0.2,0.7
"2023-01-09 16:00:00",0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
"2023-01-09 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-09 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 08:00:00",0.2,0,0,0,0,0,0,0,0.1,0,0.4,0,0,0
"2023-01-10 09:00:00",9,5,0.1,1.1,1.4,0.9,0.5,5.2,2.7,3.6,24.6,1.1,0.3,0.6
"2023-01-10 10:00:00",16.7,11.8,0.1,4.5,6.7,2,1.5,22.6,4.5,17.9,94.2,2.5,0.8,3.5
"2023-01-10 11:00:00",19.6,22,0.1,5.8,16.2,2.7,2,72,4.6,37.3,134.5,3.7,0.7,5.7
"2023-01-10 12:00:00",21.7,29.8,0.1,7.9,24.3,2.1,2.3,125.6,4.7,28.7,107.5,4,0.4,2.3
"2023-01-10 13:00:00",26.2,33.4,0.4,6.5,15.7,1.8,2,72.8,9,17.5,58.6,3.5,0.4,0.7
"2023-01-10 14:00:00",18.2,19.8,0.2,4,9.1,1.3,1.1,30.6,7.2,8.3,25.5,2.8,0.3,0.2
"2023-01-10 15:00:00",1.7,2.3,0,0.5,1.2,0,0.1,5.6,0.6,0.6,3.6,0.3,0,0
"2023-01-10 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-10 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 08:00:00",32.9,12.8,0.1,2.4,5.3,0.8,0.4,42.1,25.2,4.1,17.4,3,0,0
"2023-01-11 09:00:00",182.2,196.9,0.9,38.1,48.5,16.5,12.6,262.4,89.6,48.7,126.6,35.9,1.3,3.6
"2023-01-11 10:00:00",533.4,453,3.7,52,103.6,30.6,24.6,504.7,199.6,69.9,215.6,95.1,4.6,12.4
"2023-01-11 11:00:00",650,534.1,5.3,25.7,106.3,36.1,18.4,561.8,246.2,68.4,249.5,117.6,6.8,19.9
"2023-01-11 12:00:00",545,336.4,4.2,22.8,55.7,26.4,8.1,404.9,204.5,67.6,225.9,91.3,7.3,23.9
"2023-01-11 13:00:00",248.6,139.9,1.9,24.4,57.8,10.5,7.8,289.8,131.1,37.6,171.6,24.8,6,21.5
"2023-01-11 14:00:00",110.3,65.2,1,18,21.4,4.2,8.7,176.2,31.1,18.1,63.4,8.2,4.6,11.9
"2023-01-11 15:00:00",11.5,7.9,0.2,2.9,3.1,0.5,1.3,18.2,10.2,4.2,9.3,1.2,0.6,1.1
"2023-01-11 16:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 17:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 18:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 19:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 20:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 21:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 22:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-11 23:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 00:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 01:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 02:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 03:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 04:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 05:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 06:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 07:00:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023-01-12 08:00:00",21.8,10.1,0,0.2,0.1,0,0,1.2,3.3,0,0,1.4,0,0
"2023-01-12 09:00:00",86,59.9,0.3,8.1,8.5,6.5,3.2,27.3,13.2,6,12.2,19.2,0.7,18
"2023-01-12 10:00:00",99.1,93.7,0.4,23.1,26.2,12,8.9,57.4,18.6,17.1,34.3,25.7,2.8,31
"2023-01-12 11:00:00",108.7,164.5,0.4,33.7,42,14,12.4,94.4,18.4,23,46.6,37.7,5.1,23.2
"2023-01-12 12:00:00",132.3,161.1,0.5,58.5,41.3,23.7,30.4,90.4,16.5,71.2,43.9,38.3,9,12.7
"2023-01-12 13:00:00",100.9,149.1,0.4,86.4,57,49,46,65.7,11.3,120,75.5,39.4,13.7,10.4
